smiles,cid
CC1=C(C=C(C=C1)[N+](=O)[O-])N,7444
CCCCCCCCCCCCCO,8207
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,2730
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,54675776
CC1=CCCC(C1/C=C(\C)/C(=O)C)(C)C,5372174
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,7986
[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,444305
CC1(C(=O)N(C(=O)N1Br)Br)C,6479
C([C@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+],23683938
CCCCOC(=O)CCCCC(=O)OCCCC,7784
CC1=CC=C(C=C1)N,7813
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,12310947
CCCN(CCC)C(=O)SCCC,16003
C[N+](C)(C)CC1CO1.[Cl-],18205
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,6545
CC(=O)NC,6582
CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,66166
CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N,13283
CC1=CC2=C3C(=C1)C(=N[C@H](C(=O)N3CC2)NC(=O)C4=CC=NC=C4)C5=CC=CC=C5,9865514
CCC1=C2C(=CC(=C1)C3=C(N(S(=O)(=O)C4=CC=CC=C43)C5=CC=CC=C5C(F)(F)F)C(=O)[O-])OCO2.[K+],23674746
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,6451325
CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)[N-]S(=O)(=O)C2=CC(=CO2)C(C)(C)O.[Na+],60196399
CCCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)[C@@H](C5CCCCC5)O.Cl,6918686
CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC=C(C=C3)F)O)(C)C,193943
CC1=NC(=NO1)C2=CC3=C(CCN(CC3)CCC4CCC(CC4)NC(=O)/C=C/C5=CC=C(C=C5)F)C=C2.Cl,18173271
C1[C@H](C2=C(O1)C=C(C=C2)OCC3=CC=CC=C3)N(C(=O)N)O,153939
CCN(C(C)C)C(=O)C1=CC(=CC(=C1)C)OC[C@H](C)NC2=CC=NC=C2.CC1=CC=C(C=C1)S(=O)(=O)O,60196400
CCN1C(=CC(=N1)CC2=CC=CC=C2)C3CCN(CC3)C[C@H]4C[C@@H](C[C@@H]4C5=CC(=CC=C5)F)N(C)[C@H](C(C)C)C(=O)O,5481119
CC(C)(C1=NC2=NC=C(N2N=C1)C3=CC(=C(C=C3)F)C4=C(C=CC=C4F)C#N)O,9865233
CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C3=C(C=C(C=C3)OC)C[C@H](C)C(=O)[O-])C(=O)[O-])C4=CC5=C(C=C4)OCO5.[Na+].[Na+],60196401
CN(C)C(=O)NC1(CCN(CC1)CC[C@]2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)F)F)C5=CC=CC=C5.Cl,60196402
CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C.CS(=O)(=O)O,178019
C1CC2CC(CC1N2C3=NC=CC=N3)NCC(=O)N4CC(C[C@H]4C#N)(F)F,9842616
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,9869105
CC(C)[C@@H](C(=O)N[C@H]1CC2=CC=CC=C2[C@H]3CCC[C@H](N3C1=O)C(=O)O)SC(=O)C,9824131
CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Br,9849616
CCOC(=O)[C@]1([C@H](C2=CC=CC=C2O1)N)C3=CC=CC=C3,53316380
COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,5311271
C1=CC=C(C(=C1)C(=O)O)N2C=C(C(=O)C3=CC(=C(C=C32)Cl)NC4=C(C=C(C=C4Cl)F)F)C(=O)O,24798733
C1CN(CCC1C(=O)O)C2=C(C=C(C=C2)F)NC(=O)NC(=O)C3=CC(=C(C=C3Cl)F)F,12148754
C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)[O-].[Na+],60196409
CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC(=NC=C3N2CC(=O)NC4=NC=C(C=C4)Cl)OCCOC.CC(=O)O,60196410
CC1=CN(C2=C1C=C(C=C2)F)NC(=O)C3=CN=C(N=C3C)C4=CC=CC=N4,25099474
CC1=NC=C(C=N1)[C@@H](CCCCCCC2=NC3=C(CCCN3)C=C2)CC(=O)O,9951932
CC(C)[C@@]1(CC[C@H](C1)[NH2+][C@H]2CCOC[C@H]2OC)C(=O)N3CCC4=C(C3)C=C(C=N4)C(F)(F)F.C(CC(=O)[O-])C(=O)O,60196412
CCOC1=CC=CC(=C1)N2C=C(N=C2C3=CC=C(C=C3)C)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C(=O)[O-].[Na+],44578765
CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,53232
CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],23674889
C1C2C=CC1C3C2C(=O)OC3=O,13223
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,15787
CC(C)(C1=CC=CC=C1)OO,6629
CCOC(=O)CCC(=O)OCC,31249
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,6427097
C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],3034368
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,23284
CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,94037
CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,53316391
CCCCCCCCCCCCCCCS(=O)(=O)OC1=CC=CC=C1,20478723
CCCCCCCCCC,15600
CCCCCCCCN(C)C,16224
CC(=CCCC(=C)C=C)C,31253
CC(C)COC(=O)CCCCC(=O)OCC(C)C,8831
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],8152
CN(C)C(=O)NC1=CC=C(C=C1)Cl,8800
CCCCCCCCN(C)CCCCCCCC,78202
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],23665770
CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,77797
CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,71245
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,2943
C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,67821
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],23695542
CCCCCCC(=O)OCC,7797
CCCC(=O)OCCC(C)C,7795
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,67542
C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F.[K+],23678874
C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,69619
C1/C=C\CC/C=C\CC/C=C\C1,5364361
C1=CC(=CC=C1C2=CC=C(C=C2)N)N,7111
CC(C)(/C=N/O)SC,9570092
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,91741
C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,69785
CCO[Si](CCCNC(=O)N)(OCC)OCC,90258
CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],16421
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=C5C=COC5=CC=C4,60768
C1CCC2=NC3=C(CN2CC1)C(=CC(=C3)Cl)Cl.Cl,18992283
CC[C@H](C)[C@@H](C(=O)O)N1C(=O)C2=CC=CC=C2S1,462368
CC1=CC(=C(C=C1CO)C(C)(C)C)SC2=C(C[C@@](OC2=O)(CCC3=CC=C(C=C3)N)C(C)C)O,54687772
CCN1C2=C(C(=N1)C)N=C(CNC2=O)C3=CC=C(C=C3)O,135418174
C1CN(CCC1(C2=CC=C(C=C2)F)O)[C@@H]3COC4=C([C@@H]3O)C=CC(=C4)O,10021362
C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,9869142
C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,9866250
CC(C)OC1=C(SC2=C1C=C(C=C2)OC)C(=O)NC3=NN=N[N-]3.[Na+],13961743
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,156328
CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,9935274
CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CSC(=N2)C(F)(F)F)O,18551400
CNCC1=CC=C(C=C1)NC(=O)C2=CNC3=C2C(=O)CCC3,9839190
CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC=C(C=C3)F)O,10407399
CC[C@@H]1C[C@@H](C2=C(N1C(=O)OC(C)C)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C,10145345
CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=NON=C4C=C3)O,9865929
C[C@H](C(=O)O)OC1=CC(=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=C(C=C3)OCO4)F,9955578
C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4,9930121
C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(C=C3)OCCO4,9932000
COCCOC[C@H](CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,5362417
COCC1=NN=C(N1C2=C3C(=CC(=C2Cl)Cl)NC(=O)C(=O)N3)C4=C[N+](=CC=C4)[O-],9867605
CCCOC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)CC)C3=NC4=C(N(N=C4C(=O)N3)CC5=CC=CC=N5)CC,135430996
C1CN2C(=O)[C@@H](N=C(C3=CC(=CC1=C32)N)C4=CC=CC=C4)NC(=O)C5=CN=CC=C5,9843744
C1CCC(CC1)(CC2=NOC(=O)N2)CN.Cl,135529432
CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=CC(=C4)F)F,9949821
C1=CC2=C(C=C1Cl)N(C(=O)N(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,5724
C1[C@H]([C@H](C2=C(O1)C=CC(=C2)OCC3=NC4=C(S3)C=CC(=C4)F)O)CC5=CC(=CC=C5)C(=O)O,9956127
CCOC1=CC=CC(=C1)C2(CCC(CC2)C)N3CCN(CC3)C4=CC=CC=C4.CS(=O)(=O)O,60196413
CC(C)(C1=COC(=C1)S(=O)(=O)NC(=O)NC2=C3CCCC3=CC4=C2CCC4)O,9910393
CC1=NOC(=C1)COC2=C(C=C(C=C2)Cl)CNC3=C4C(=NC=N3)N(C=N4)[C@H]5[C@@H]([C@@H]([C@H](O5)C(=O)NC)N)O,9828356
CC1=CC(=CC(=C1OC2=C3CCCC3=C(C=C2)O)C)NC(=O)C(=O)O,9819350
C1CCC(C1)(C2=CC3=C(C=C2)[C@@H]([C@H](CO3)CC4=CC=C(C=C4)C5=CC=CC=C5)O)C(=O)O,9867257
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,92299
COC(=O)NC1=NC2=CC=CC=C2N1,25429
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,9154
CCCCCCCCCCCCCCCC,11006
C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl,6252
CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],3485262
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,8289
COCCOCCOCCOC,8189
CCCCOC(=O)C1=CC=CC=C1,8698
CCCCC1=CC=CC=C1,7705
C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,7565
C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,69537
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(C(=O)OCCCCCC)OC(=O)CCC,133914
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,75516
C1=CC=C(C=C1)C(=O)OCCCCCOC(=O)C2=CC=CC=C2,243694
C1=CC=C(C=C1)C(=O)OCCCCCCOC(=O)C2=CC=CC=C2,261668
[As]#[In],91500
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,33599
CCCCCCCCCCCCCCC,12391
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5770
CCCCCCCCCCCCCCO,8209
CC(C)(C)C1=CC=CC=C1,7366
C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[K+],23669238
C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C,136122621
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+],23667548
CC(C)CC(C)(C#CC(C)(CC(C)C)O)O,31362
CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,6618
CCCC1=CC=CC=C1,7668
CCCCCCCCCCCCCN1CC(OC(C1)C)C,32518
C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,16945
CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)O.C(CO)N(CCO)CCO,24180686
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,7642
C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.[Na+],443755
C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,77222
CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,75066
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,9555
C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,74888
C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O,19539
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,6782
CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,18725
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,67818
C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,21387
C1CCC(CC1)SSC2CCCCC2,17356
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,1345
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,13089
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O,31736
C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,96088
C=CCC1=C(C=CC(=C1)S(=O)(=O)C2=CC(=C(C=C2)O)CC=C)O,833466
CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C)OC(=O)C,20725980
CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C=C(C=C3)O,11723708
CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,86296
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,11524680
CC(C)CCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCC(C)C)C(=O)OCCCCCCC(C)C,104635
CCCCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,6960
Cl[Sb](Cl)Cl,24814
CCCC(=O)OC(C)(C)CC1=CC=CC=C1,24915
C1=CSC(=C1)C2=CC=C(S2)C3=CC=CS3,65067
C1CC(CCC1C(=O)O)C(=O)O,14106
C1=C(C=C(C(=C1[N+](=O)[O-])N)Cl)Cl,75893
C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,9963
CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,27189
C1CCOC2(C1)CCCCO2,67437
CC1=C(C=CC=C1Cl)[N+](=O)[O-],6740
CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,7624
COC(=O)CC1=CC=CC2=CC=CC=C21,17891
CC1=NC(=CC=C1)N,15765
C=CCN(CC=C)CC=C,7617
C1=CC=C(C=C1)C2=CC=CC=C2O,7017
COC(CC1=CC=CC=C1)OC,60995
CC(C(=O)O)OC1=CC(=CC=C1)Cl,7542
CCNC(=O)NC(=O)/C(=N/OC)/C#N,5364079
CCCOC(=O)NCCCN(C)C.Cl,15575641
CCC1=CC(=C(N=C1)C(=O)O)C(=O)O,113606
CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,91773
C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,8433
CC(=O)C1=CC=C(C=C1)OC,7476
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,7601
CCCC(C)C(CC)O,26989
C1COCO1,12586
CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,73672
CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,182951
COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,21803
CCNC1=NC(=NC(=N1)SC)NCC,13905
C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-].O.[Na+].[Na+],51346588
C1=C(C(=CC(=C1Cl)Cl)Cl)[O-].[Na+],23662264
CN(C)C1=CC=C(C=C1)C=O,7479
CC1=CC=C(C=C1)S(=O)(=O)O.O,521998
C[C@@H](CCC=C(C)C)CCO,7793
CC(C)C1=CC=C(C=C1)C=O,326
C(NC(=O)NCO)O,8827
CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3,91753
CC1=C(C=CC(=C1)Cl)OC,76748
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,34526
[Cu+].[I-],6432705
C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,15546
CC(C)[C@H](C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,91768
COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,107720
C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F,92431
CC1=NC(=NC(=N1)OC)NC(=O)[N-]S(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC.[Na+],16760189
CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,8693
C1=CC=C2C(=C1)C(=O)C(C2=O)C3=NC4=CC=CC=C4C(=C3O)Br,25152
COC(=O)C1=CC=CC=C1C(=O)O,20392
CNC(=S)[S-].O.O.O.[Na+],24180709
C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,7555
C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl,91739
COC1=CC(=C(C=C1Cl)OC)Cl,17581
C1=CN=CC=C1C#N,7506
C1=CC(=CC=C1OCC(=O)O)Cl,26229
C1=CC(=C(C(=C1Cl)C(=O)O)Cl)Cl,5759
C(CO)CO,10442
CCO[Si](CCC1CCC2C(C1)O2)(OCC)OCC,154915
CCNC1=NC(=NC(=N1)N)Cl,13878
COC1=CC=C(C=C1)CCO,69705
C[N+](C)(C)CC1=CC=CC=C1.[OH-],66854
C[Si]1(N[Si](N[Si](N1)(C)C)(C)C)C,66094
CCSC(=O)N(CC(C)C)CC(C)C,16181
C1=CC(=NC(=C1Cl)C(=O)O)Cl.C(CO)N,162839
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,91766
CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F,3081304
C1=CC2=C(C=CC(=C2N=C1)O)S(=O)(=O)O.O,2723649
C[As](=O)(C)O,2513
C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,12069
C(CNCCC#N)C#N,8149
C[N+]1(CCCCC1)C.[Cl-],62781
C1=C(C=C(C(=C1C(=O)O)Cl)[N+](=O)[O-])Cl,6951
CC(=O)N,178
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C.Cl,31899
CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,39985
CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,2126
C1=CC(=CC(=C1)OCCO)OCCO,66885
CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,10342051
CC(C(C)O)O,262
C1=CC(=C(C(=C1)Cl)C#N)Cl,3031
COC(=O)CC1=CC=CC=C1,7559
CN(C(=O)NC1=CC(=C(C=C1)Br)Cl)OC,25912
CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,25146
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,86138
COCCOC(=O)CC#N,25106
CC[N+](C)(CC)CC.[Cl-],82326
CCCCCCCCC(CCCCCC)CO,95337
CCC1=C(C(=O)C=CO1)O,21059
C[C@@H](CCC=C(C)C)C=C,10887985
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,5371562
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,91650
CSC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,15766
CCOC(=O)CC1=CC=CC=C1,7590
CC/C(=C/CCC(C)(C=C)O)/C,6433547
CCCCN(CCO)CCO,7620
[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],24963
CCCCCC/C=C/C=O,5283335
CC1(CC(=O)CC(N1)(C)C)C,13220
C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F,91735
[Cl-].[Cl-].[Cl-].[Dy+3],9795389
C1=CC=C(C=C1)CCC2=CC=CC=C2,7647
CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl,443048
CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,91776
CC1C(=O)C(=C(O1)C)O,19309
C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],3032581
CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],39327
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,91759
CCCCC/C=C\CCC=O,5362620
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,3032791
CC(=C)C(=O)OCCOC1CC2CC1C3C2CC=C3,3058839
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C,39223
COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl,93542
CC(C)C(C(C)(C)COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,107080
C/C=C/C=C/CCCCCCCO,1787910
C1=CC(=CC=C1NC(=O)N)Cl,8796
C[C@H](C(=O)O)O,61503
C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,3391107
CC(C)(/C=N/OC(=O)NC)SC,9570071
COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)[O-])OC.[Na+],23682187
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,8482
CCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C(=C(C=N2)C(F)(F)F)C)F)Cl,3083546
CC1=CC(=O)NO1,24781
CC1=C(C=CC(=C1)Cl)N,7251
CCNP(=S)(OC)O/C(=C/C(=O)OC(C)C)/C,5372405
CSC(=O)C1=C2C(=CC=C1)N=NS2,86412
CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,91699
CCCCCCCCCO,8914
C1(=C(SN=C1Cl)C(=O)O)Cl,49837
CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,176879
CC1(CC(CC(N1[O])(C)C)O)C,137994
CC(=O)CC(C)(C)OC,7884
CCC1CCC(=O)O1,12756
C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,74574
CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,9576037
C(CCO)CCO,8105
CC1=CC=C(C2=CC=CC=C12)C,11304
C1=C[N+](=CC=C1Cl)[O-],70724
CCN(C1CCCCC1)C(=O)SCC,14337
CCCCC(CC)COCCC#N,25053
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,39385
CCCCOC(=O)C1=CC=CC=C1C(=O)O,8575
CCCC(=O)OCC1=CC=CC=C1,7650
CCOP(=S)(OCC)OC(C(Cl)(Cl)Cl)Cl,91655
CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,54745
CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.[Na+],53316400
CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,5281874
