pc_result_tag,sid,cid,PUBCHEM_EXT_DATASOURCE_SMILES,activity_outcome,activity_score,activity_url,assay_data_comment,activity_summary,antagonist_activity,antagonist_potency,antagonist_efficacy,viability_activity,viability_potency,viability_efficacy,sample_source
9079,144212632,61701,[O-]S(=O)(=O)SSS(=O)(=O)[O-].[K+].[K+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9080,144212633,166589,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.O.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,AK Scientific
9083,144212636,23677927,[Li+].C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,36.4132,55.8932,inactive,,0.0,TCI
9085,144212638,10762,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[N+](=O)([O-])[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9087,144212640,85979,CC(CC=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9090,144212643,7170,CCOC(=O)CC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9091,144212644,61048,CC(C)COC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9092,144212645,61204,CCCCCCC1CCCC(=O)O1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9093,144212646,107,C1=CC=C(C=C1)CCC(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9096,144212649,20861,CCC1=CC=C(C=C1)C=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9098,144212651,61151,COC1=CC=CC=C1C(=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9100,144212653,62907,CCNC(=O)C1CC(CCC1C(C)C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Acros
9101,144212654,16237,CCOC(=O)CCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9102,144212655,657302,C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9103,144212656,24321,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Acros
9104,144212657,6917959,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9105,144212658,14295,CC(CO)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9107,144212660,8893,C1CNCCN1.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9108,144212661,79016,CC1=CC(CC(C1)(C)C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9109,144212662,10315,CCCC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9110,144212663,8432,CCC(=O)OC(C)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9111,144212664,23235,CCCCCCOC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9112,144212665,9025,COC1=CC(=CC=C1)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9113,144212666,19707,CCCC(=O)C(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9115,144212668,64772,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9118,144212671,2735101,CN1CCC[C@H]1C2=CN=CC=C2.CN1CCC[C@H]1C2=CN=CC=C2.OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9119,144212672,1146,CN(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9120,144212673,6405,CCC(C)(C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9121,144212674,5364579,C/C=C(\C)/C(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9122,144212675,5976,CN(C)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9123,144212676,31260,CC(C)CCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9125,144212678,5366415,CNC(=S)[S-].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9130,144212683,5281025,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9134,144212687,4091,CN(C)C(=N)N=C(N)N,Inconclusive,20.0,,,active agonist,active agonist,37.1186,40.8959,inactive,,0.0,LightBiologicals
9137,144212690,60822,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],Active,46.0,,,active antagonist,active antagonist,2.08937,-31.204,inactive,,0.0,LightBiologicals
9139,144212692,61828,CC1(C(=O)N(C(=O)N1Br)Cl)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9141,144212694,23683016,CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9142,144212695,8748,CC(=C)C1CCC(CC1)(C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9144,144212697,54675779,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9146,144212699,11556911,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC(F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9149,144212702,1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,Active,43.0,,,active antagonist,active antagonist,30.6379,-31.7904,inactive,,0.0,SIGMA
9150,144212703,2724048,CC1=C(C=CC(=C1)Cl)OCC(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9151,144212704,23703451,CCC/C(=C\1/C(=O)CC(C(=C1[O-])C(=O)OC)(C)C)/NOCC=C.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9152,144212705,24180685,CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)[O-].CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Ca+2],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChemService
9153,144212706,22833320,CC1=C(C(=CC=C1)S(=O)(=O)[O-])C.[NH4+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ChemService
9154,144212707,135409852,C(=N/O)\C=N\O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Frinton Laboratories
9156,144212709,6364671,CC/C=C\CC/C=C/C(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Acros
9158,144212711,60196430,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9159,144212712,16726,C1(=O)NC(=O)N(C(=O)N1Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Pfaltz-Bauer
9160,144212713,12344,CC(C)CCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9161,144212714,9855795,C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C,Active,42.0,,,active antagonist,active antagonist,61.1306,-39.2501,inactive,,0.0,SIGMA
9164,144212717,10207,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,Inconclusive,20.0,,,active agonist,active agonist,6.35221,63.6896,inactive,,0.0,SIGMA
9167,144212720,15580,CC(C)COC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
9168,144212721,117291,CCCCC(CC)COC(=O)C1=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)OCC(CC)CCCC,Inconclusive,20.0,,,active agonist,active agonist,23.7511,72.9822,inactive,,0.0,Waterstone
9172,144212725,91620,CC1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(=C(C(=C2)C)O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Waterstone
9180,144212733,3465817,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,48.5577,-72.6856,PiChemicals
9181,144212734,60823,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,Active,48.0,,,active antagonist,active antagonist,2.02642,-43.1593,inactive,,0.0,Waterstone
9183,144212736,39040,CC1=C2C(=CC=C1)SC3=NN=CN23,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
9184,144212737,23421,CNC(=O)OC1=CC=CC=C1C2OCCO2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
9185,144212738,22522,CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
9186,144212739,66932,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,MP Biomedicals
9187,144212740,23665761,C1(=NC(=O)N(C(=O)N1Cl)Cl)[O-].[K+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,MP Biomedicals
9189,144212742,6025,C1=CC=C(C=C1)C=C(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9190,144212743,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9193,144212746,5237,C(C(=O)O)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Pfizer
9195,144212748,41632,CC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)OC(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9197,144212750,11700495,COC1=NC=C(C2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3F)F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9198,144212751,3444,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,Active,48.0,,,active antagonist,active antagonist,20.746,-101.665,inactive,,0.0,EQ Laboratories
9199,144212752,23682789,COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)[O-])OC.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,EQ Laboratories
9201,144212754,24771,C[Si](=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9203,144212756,674,CNC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9204,144212757,1031,CCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9205,144212758,11302979,CC1=C(C=CC(=C1C2=NOCC2)S(=O)(=O)C)C(=O)C3=CNN(C3=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,EQ Laboratories
9207,144212760,88454,CCCCCCOC(=O)CC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9208,144212761,5355850,CCC(=O)OC/C=C/C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9209,144212762,17525,CCCCCCOC(=O)CCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9210,144212763,8137,CCCCCCC#CC(=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9211,144212764,22879,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9212,144212765,61341,C1=CC=C2C(=C1)C=C(O2)C=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9213,144212766,17159,COC(=O)C1=CC(=C(C=C1)C(=O)OC)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9214,144212767,85576,CCCCCCCCOCCC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9215,144212768,31294,C(=O)(N)N.OO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9216,144212769,30771,CC(=O)OCCC1CCCCC1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9218,144212771,20739,CC(C)C1CCC(CC1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Frinton Laboratories
9219,144212772,20641892,CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9221,144212774,95392,CCOC(=O)CC1(OCC(O1)C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9222,144212775,5463934,CC(C)C/C=C(\C=O)/C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,52.4314,-44.2974,Alfa Aesar
9223,144212776,5362564,CCC(C)C1N=C(C(S1)C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9224,144212777,27941,CCC(C)(C)C1CCC(=O)CC1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9225,144212778,7193,CC(C)CCOC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9226,144212779,62583,CCCCC1CCCCC(=O)O1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9227,144212780,5365976,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9228,144212781,202877,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Mg+2],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9231,144212784,65478,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],Inconclusive,20.0,,,active agonist,active agonist,0.230174,121.015,inactive,,0.0,SIGMA
9232,144212785,5281056,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9235,144212788,76476,CO[Si](CCCNC1=CC=CC=C1)(OC)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9236,144212789,66760,C1=CC2=NNN=C2C=C1Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9237,144212790,67535,CC(C)N1C(=O)C2=CC=CC=C2C1=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9238,144212791,5362833,CC/C=C\CC/C=C/CO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9239,144212792,10931,CC(=CC(=O)O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9240,144212793,6019,CC1=NC=C(C(=C1O)CO)CO.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9241,144212794,18783,CCCCCCCCCCCC(=O)N(CC)CC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9243,144212796,57483158,CC(C)OC(=O)C(CC(=O)O)(CC(=O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9244,144212797,75771,C1=CC=C2C(=C1)N=NN2O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9247,144212800,8712,CC1=CC=CC=C1S,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9248,144212801,70151,C1CCN(CC1)CN2CCCCC2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9250,144212803,61660,CC(=O)SCC1=CC=CO1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9251,144212804,23679004,CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9252,144212805,8835,CCCC(=O)OCCC(C)CCC=C(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,MP Biomedicals
9253,144212806,42504,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)C2=CC=CO2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9254,144212807,6538105,CCCCCCCCCC/C=C/C#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9255,144212808,16872,CCCCCCOC(=O)C(C)C,Inconclusive,20.0,,,active agonist,active agonist,38.5708,50.5407,inactive,,0.0,SIGMA
9256,144212809,5367785,C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,MP Biomedicals
9257,144212810,31211,CC(=O)CCC1=CC(=C(C=C1)O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9258,144212811,7707,C1=CC=C(C=C1)CCC=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9259,144212812,60196431,CCCCCC(CC)OC(=O)CCCOC1=C(C=C(C=C1)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
9261,144212814,86211,CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,Active,56.0,,,active antagonist,active antagonist,3.96725,-108.124,active antagonist,28.086,-75.0854,EQ Laboratories
9262,144212815,520148,CCC(C)C(=O)OCCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9263,144212816,10154203,CC(COCCO)OCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9264,144212817,62835,CC1C(=C(C(=O)O1)O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9265,144212818,60196432,O.O.Cl[In](Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,ABCR
9266,144212819,43598,CCCC(=O)C(CC)SC1=C(OC=C1)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Alfa Aesar
9267,144212820,8405,C1=CC=C2C=NC=CC2=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9268,144212821,7651,CC(C)CC(=O)OCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9269,144212822,12366,CCCCCCCCCCCCCCCC(=O)OCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9270,144212823,66678,CC1=CC2=C(C=C1)NCCC2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9271,144212824,9578,C1(=C(C(=C(C(=C1F)F)Br)F)F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9272,144212825,62923,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Waterstone
9273,144212826,517232,C(=O)(N)[O-].[NH4+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9274,144212827,121639,CC(=O)OCCN(CCOC(=O)C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])C#N,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,15.3553,-61.6969,LightBiologicals
9275,144212828,75538,CCCCCCCCNC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9276,144212829,137829,CC(C1CCCCC1)O,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,SIGMA
9277,144212830,92938,CC(CCC(=O)O)(C#N)N=NC(C)(CCC(=O)O)C#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9278,144212831,23666110,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])N)I)I)O.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9279,144212832,6873,CC(C)COC(=O)C1=CC=CC=C1O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9280,144212833,21096,C1CC(CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9281,144212834,10976,CCCCCC(C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9282,144212835,179,CC(C(=O)C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9283,144212836,74695,C1=CC(=C(C(=C1)F)C#N)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9286,144212839,32065,CC1CCC2=NC=CN=C12,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9287,144212840,6426889,[O-]Cl(=O)=O.[K+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9288,144212841,9895,CC1=C(C(CCC1)(C)C)C=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9289,144212842,5388510,CC(C)(C)C(=O)/C=C/C1=CC=C(C=C1)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,40.8562,-39.3669,LightBiologicals
9290,144212843,60196433,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)O.[NH4+].O.O.O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Acros
9291,144212844,61384,CCCCCC(=O)OCCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9292,144212845,17258,CCCCCCCCOC(=O)C=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9293,144212846,6553885,C[C@@H]1CC[C@H]([C@H](C1)O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9295,144212848,10470544,CC(C)CCCCCCC1=CC=C(C=C1)OCCOCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9297,144212850,7531,CC(C)(CC1=CC=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9298,144212851,519907,CSC1=NC=CN=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,LightBiologicals
9299,144212852,61054,COC1=CC=C(C=C1)COC=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9300,144212853,8918,CCCCCCCCCOC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9301,144212854,25612,C=CCCCCCCCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9303,144212856,5354280,CCOC1=C(C=C(C=C1)/C=C/C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9304,144212857,8863,CC(CCCC(C)(C)O)CC(OC)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9305,144212858,4564493,CC1=C(C(=O)CO1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9306,144212859,539829,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9309,144212862,5282109,CC(=CCC/C(=C/COC=O)/C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9310,144212863,31286,CCCCCCCC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9311,144212864,7439,CC1=CCC(CC1=O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Crescent
9312,144212865,641256,C/C=C/C=C/CO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9314,144212867,7460,CC1=CCC(C=C1)C(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9315,144212868,76674,CC1=CC(=CC(=C1)OC)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,TCI
9317,144212870,6386037,C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9318,144212871,61417,CCC(=O)OCC1=CC=C(C=C1)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9319,144212872,234237,CCCCCCC(CCOC(=O)C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
9320,144212873,23173,C1CCCCCOCCCCOC(=O)CCCC1,Active,44.0,,,active antagonist,active antagonist,27.306,-54.2258,inconclusive antagonist,,,SIGMA
