PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
9814,144213367,2724385,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,Active,52.0,,,active antagonist,active antagonist,1.03425,-55.4782,inactive,,0,LightBiologicals
9815,144213368,14260,CCCCCCCCCCCCC=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9816,144213369,159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9817,144213370,66,C1=CC(=C(C=C1Cl)O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9818,144213371,10870,CC(C)CC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9819,144213372,31288,CCCCOCCOCCOC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9820,144213373,7451,C1=CC(=CC(=C1)C(=O)Cl)C(=O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9821,144213374,9795,C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9822,144213375,8359,C1=CC=C2C(=C1)C(=O)OC(=O)N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9823,144213376,7729,C1=CC(=CC=C1N=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9824,144213377,8050,CCCCCCCCCC(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9825,144213378,31237,CCCCCCCCCCCCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9826,144213379,67172,CC1=CC(=C(C=C1O)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C=C(C(=C4)C)O)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,24.3365,-28.7605,active antagonist,18.6034,-114.024,SIGMA
9827,144213380,24482,[NH4+].NS(=O)(=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9828,144213381,6327349,CCCCO[P+](=O)OCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9829,144213382,1672,COCCCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9830,144213383,8783,C(CCl)OP(OCCCl)OCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9831,144213384,5463081,C/C=C\1/CC2CC1C=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9832,144213385,16230,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SIGMA
9833,144213386,6433384,C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)[O-])/C=C/C2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9834,144213387,12573,C1=CC=C(C=C1)P(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9835,144213388,811,C=C(CC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9836,144213389,12713,CCCCC(CC)COC(=O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9837,144213390,8168,CCCCCCCCCCCCN(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9838,144213391,8419,COC1=C(C=C(C=C1)C=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9839,144213392,7013,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,58.829,-109.161,active antagonist,64.7528,-81.5416,SIGMA
9840,144213393,8777,CCCCCCCCCCCCOS(=O)(=O)O.C(CO)N(CCO)CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Spectrum Chemical
9841,144213394,13728,CN(C)C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9842,144213395,92839,CC(COC1=CC=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9843,144213396,13690,C1CCCCCC(=O)NCCCCC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9844,144213397,5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,Inconclusive,20.0,,,active agonist,active agonist,68.5896,59.4125,inactive,,0,SIGMA
9845,144213398,7375,C1=CC(=CC(=C1)N)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9846,144213399,8362,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
9847,144213400,31215,CCOP(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9848,144213401,8836,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9849,144213402,14899,CC(C)CCCCCCCOC(=O)C=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9850,144213403,9473,CC(=O)OCC1=CC2=C(C=C1)OCO2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9851,144213404,9275,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,64.7528,-40.2617,inactive,,0,LightBiologicals
9852,144213405,73674,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9853,144213406,9481,C1=CC(=C(C=C1C(F)(F)F)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9854,144213407,7391,CC(C)(C)C1CCC(CC1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9855,144213408,7958,CC(C)CC(=O)CC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9856,144213409,864,C1CSSC1CCCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9857,144213410,7361,C1=COC(=C1)CO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9858,144213411,8087,CC(COCC(C)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9859,144213412,5281226,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O,Inconclusive,20.0,,,active agonist,active agonist,30.6379,53.4312,inactive,,0,LightBiologicals
9860,144213413,11867,C1=CC=C(C(=C1)O)S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9861,144213414,7582,C1CCC(CC1)NC2CCCCC2,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Enamine
9862,144213415,12868,C1(=C(C(=C(C(=C1Cl)Cl)C(=O)Cl)Cl)Cl)C(=O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9863,144213416,14025,COCCO[Si](C=C)(OCCOC)OCCOC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9864,144213417,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9865,144213418,8195,CCCCCCCCCCCCS,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9866,144213419,4110039,C1=CC=C(C=C1)[S-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9867,144213420,23669619,CCCCC(CC)C(=O)[O-].[K+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9868,144213421,14286,CC(=O)C1=CC=CC=N1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9869,144213422,7335,CC1=CCC(CC1OC(=O)C)C(=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9870,144213423,6535,CCOP(=O)(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9871,144213424,228987,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,54.4827,-54.9995,inactive,,0,TCI
9872,144213425,8199,CCCCCCOCCOCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9873,144213426,338,C1=CC=C(C(=C1)C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9874,144213427,7648,C1COCCN1SSN2CCOCC2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,74.0614,-90.408,active antagonist,61.1306,-96.6478,LightBiologicals
9875,144213428,1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,6.85896,-69.5219,active antagonist,11.7379,-52.9978,SIGMA
9876,144213429,12688,CCCC[Sn](CCCC)(Cl)Cl,Active,71.0,,,active antagonist,active antagonist,0.172289,-112.881,active antagonist,0.524314,-92.1967,LightBiologicals
9877,144213430,50896,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,SIGMA
9878,144213431,8111,C(CNCCN)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9879,144213432,8178,COCCOCCOCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9880,144213433,13618,C1=CC(=C(C(=C1Cl)O)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9881,144213434,11089,C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9882,144213435,6966,C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9883,144213436,24764,C[Si](C)(C)O[Si](C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9884,144213437,13624,C1=CC=C2C(=C1)NC(=N2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9885,144213438,15817,CCCCOCNC(=O)C=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9886,144213439,17857,CC1(CC(CC(C1)(C)CN)N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9887,144213440,16402,C(CCCN)CCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9888,144213441,7455,CC1=CC=C(C=C1)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9889,144213442,4075,C1=CC(=C(C=C1N)C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,61.1306,-35.1636,SIGMA
9890,144213443,17162,CCCCC(CC)COCC1CO1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9891,144213444,62551,C(COCCOCCOCCOCCO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9892,144213445,6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9893,144213446,21531,B(OC(C)C)(OC(C)C)OC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9894,144213447,638186,C(=C/Cl)\Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9895,144213448,7371,C1=CC=C(C=C1)S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9896,144213449,6777,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,64.44,-96.9188,inconclusive antagonist,72.3029,-65.1388,SIGMA
9897,144213450,62479,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9898,144213451,8294,CC(=CCCC(C)(C=C)OC(=O)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9899,144213452,19395,CCOP(=S)(OCC)OP(=S)(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9900,144213453,77703,CC1=CC=C(C=C1)S(=O)(=O)N=C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9901,144213454,12955,C[Sn](C)(Cl)Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,28.924,-49.0028,inactive,,0,LightBiologicals
9902,144213455,37123,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,Inconclusive,20.0,,,active agonist,active agonist,0.485577,35.781,inactive,,0,LightBiologicals
9903,144213456,31279,C=CCNCC=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9904,144213457,11317,CC1=C(C2=CC=CC=C2C=C1)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,32.4533,-33.3244,inactive,,0,SIGMA
9905,144213458,13450,CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,48.5577,-55.6577,inactive,,0,SIGMA
9906,144213459,12170,CC(=O)OCC1=CC=CO1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9907,144213460,10997035,CCC/C=C(/CC)\C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9908,144213461,23665759,C(C(=O)[O-])Cl.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9909,144213462,7837,CC(=C)C(=O)OCC1CO1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9910,144213463,7154,CC1=CC=CC=C1NC(=O)CC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9911,144213464,73339,C1[C@@H](O[C@@H](S1)CO)N2C=CC(=NC2=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9912,144213465,8141,CCCCCCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9913,144213466,11807,CC(C)(CO)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9914,144213467,41206,CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9915,144213468,8458,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Sigma DiscoveryCPR
9916,144213469,6616,CC1(C2CCC(C2)C1=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9917,144213470,7355,CC(=C)C(=O)OCCOC(=O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9918,144213471,79878,CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Inconclusive,20.0,,,active agonist,active agonist,29.4844,39.3971,inconclusive agonist,,,Sigma DiscoveryCPR
9919,144213472,9740,C(C#N)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9920,144213473,7804,C1=CC(=CC=C1Br)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9921,144213474,18635,CSCCC=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9922,144213475,61057,CC(C)CC(C)CC(=O)CC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9923,144213476,15158,CCOP(=O)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9924,144213477,135408793,C1=CC=C2C(=C1)C(=O)NN=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9925,144213478,5281875,CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,7.1273,-116.529,active antagonist,11.296,-114.207,LightBiologicals
9926,144213479,16305,C1=CC(=CC=C1OC2=CC=C(C=C2)Br)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9927,144213480,13578,C(COCCO)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9928,144213481,19188,C1=CC=C(C=C1)OCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9929,144213482,5283349,CCCCC/C=C/C=C/C=O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,68.5896,-74.5411,active antagonist,66.0073,-57.8895,SIGMA
9930,144213483,7488,C1=CC(=CC=C1C(=O)Cl)C(=O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9931,144213484,6503,C(C(CO)(CO)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9932,144213485,25644,C=CC(=O)OCCCCCCOC(=O)C=C,Inconclusive,5.0,,,inconclusive,inconclusive,,,active antagonist,54.4827,-74.7437,SIGMA
9933,144213486,24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9934,144213487,10913,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9935,144213488,8042,CCCCCCCCCCCCCC(=O)OC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9936,144213489,31368,CC(=C)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9937,144213490,101940,C[Sn](Cl)(Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9938,144213491,20686,CC(CCC#N)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9939,144213492,5324278,CCC/C=N/O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
9940,144213493,18529,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,48.7952,-57.4111,active antagonist,53.7086,-41.6379,LightBiologicals
9941,144213494,6547,CC(C)(C#N)N=NC(C)(C)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9942,144213495,6934,CC1=CC(=C(C=C1)N)S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9943,144213496,11855,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9944,144213497,7092,CC1=CC2=C(C=C1)OC(=O)C=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9945,144213498,7395,CS(=O)(=O)C1=CC=C(C=C1)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9946,144213499,9787,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,4.51817,-52.7294,inactive,,0,LightBiologicals
9947,144213500,15630,COC1=CC2=C(C=C1)N=C(S2)N,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,15.3553,51.1955,inactive,,0,SIGMA
9948,144213501,19241,CCCCNS(=O)(=O)C1=CC=CC=C1,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Enamine
9949,144213502,9128,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9950,144213503,122499,CC1=CC=CC2=NNN=C12,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
9951,144213504,7421,CN(C)C1=CC(=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9952,144213505,6796,C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,TCI
9953,144213506,6978,CC1=CC(=C(C=C1)N)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9954,144213507,12276,C1=CC(=CC(=C1)C#N)C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
9955,144213508,7913,C(=O)(N)NC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9956,144213509,7956,C1(=O)NC(=O)NC(=O)N1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9957,144213510,7849,C(CBr)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9958,144213511,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9959,144213512,18689,CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9960,144213513,15595,C1CCCCCC(CCCCC1)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,54.4827,-54.791,inactive,,0,SIGMA
9961,144213514,6877,CCOC(=O)C1=CC=CC=C1N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9962,144213515,7150,COC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9963,144213516,7932,C1=CC(=CC(=C1)Cl)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9964,144213517,8723,CCC(C)CO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9965,144213518,7390,CC1=CC=C(C=C1)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9966,144213519,7573,CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,40.8562,-128.357,active antagonist,44.9702,-108.419,Enamine
9967,144213520,7929,CC1=CC(=CC=C1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9968,144213521,16684880,CCCCO[Al](OCCCC)OCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9969,144213522,26041,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,0.0167821,-113.35,active antagonist,0.0246327,-107.804,LightBiologicals
9970,144213523,11123,C1=CC(=C(C=C1Cl)Cl)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9971,144213524,23662383,CCCCC(CC)COS(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9972,144213525,637090,C/C=C/C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9973,144213526,15088,COC(=O)C1=CC(=CC=C1)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9974,144213527,11883,CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9975,144213528,17049,CCCCOCC1CO1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9976,144213529,8326,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SIGMA
9977,144213530,70400,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9978,144213531,7924,CC1COC(=O)O1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9979,144213532,6991,CC1=CC(=C(C=C1)[N+](=O)[O-])C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9980,144213533,18204,CN(C)CCOCCN(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9981,144213534,7486,CC(C)C1=CC=C(C=C1)C(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9982,144213535,3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,54.4827,-118.108,active antagonist,20.8733,-102.075,LightBiologicals
9983,144213536,66688,C1=CC(=CC(=C1)Cl)N(CCO)CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
9984,144213537,4610,C1CCC(C(C1)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9985,144213538,7078,CC(=O)CC(=O)NC1=CC=CC=C1OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
9986,144213539,637759,CC(=O)/C=C/C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9987,144213540,14868,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,16.2652,-101.998,active antagonist,15.3553,-41.3818,LightBiologicals
9988,144213541,8192,CCCCCCCCCCCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
9989,144213542,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,58.829,-91.0311,inconclusive antagonist,64.7528,-97.4458,SIGMA
