PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
8688,144212241.0,69827.0,CCCCCCCCCCCCSC#N,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,61.1306,-136.885,inconclusive antagonist,61.1306,-98.0861,LightBiologicals
8689,144212242.0,70754.0,CC1=CC(=C(C=C1C)Cl)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8690,144212243.0,54680660.0,CCCCCCCCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,4.85577,42.8821,inactive,,0,LightBiologicals
8691,144212244.0,9568.0,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8692,144212245.0,81882.0,CCCCOC(=O)CO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8693,144212246.0,2140.0,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8694,144212247.0,14240.0,CCCCCCCC(=O)N(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8695,144212248.0,31315.0,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Inconclusive,20.0,,,active agonist,active agonist,0.635221,53.5843,inconclusive antagonist,51.435,-34.329,LightBiologicals
8696,144212249.0,88209.0,C1=CC(=C(C=C1Cl)Cl)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8697,144212250.0,89385.0,CCC(C)(CCCC(C)C)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8698,144212251.0,23675737.0,CC1=NN(C(=O)C1N=NC2=CC=CC=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])Cl.[Na+],Inactive,0.0,,,inactive,inactive,,0,active antagonist,24.3365,-57.6467,LightBiologicals
8699,144212252.0,117746.0,CN1C(=O)C=CS1.Cl,Inconclusive,5.0,,,inconclusive,inconclusive,,,inconclusive antagonist,68.5896,-96.8765,LightBiologicals
8700,144212253.0,6850780.0,C1=CC(=CC=C1NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)[O-])N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,active agonist,21.9085,118.322,LightBiologicals
8701,144212254.0,62142.0,CCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8702,144212255.0,67350.0,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,25.7785,-29.8675,inactive,,0,LightBiologicals
8703,144212256.0,99016.0,CCCC(C)C1=CC=CC=C1O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,68.5896,-66.8289,inconclusive antagonist,,,LightBiologicals
8704,144212257.0,28417.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,Active,44.0,,,active antagonist,active antagonist,57.711,-112.015,inactive,,0,LightBiologicals
8705,144212258.0,4964.0,C1=CC(=CC=C1C(=O)CBr)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,27.306,-35.5491,inactive,,0,LightBiologicals
8706,144212259.0,15046.0,C1CCC(C(C1)C2=CC=CC=C2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8707,144212260.0,5920.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,LightBiologicals
8708,144212261.0,439260.0,C1=CC(=C(C=C1[C@H](CN)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,,,LightBiologicals
8709,144212262.0,70801.0,CC1=NN(C(=C1)N)C2=CC=CC=C2,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,27.306,36.1596,inactive,,0,LightBiologicals
8710,144212263.0,6435993.0,C1N2CN3CN1C[N+](C2)(C3)C/C=C\Cl.[Cl-],Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,61.1306,-116.986,inconclusive antagonist,,,LightBiologicals
8711,144212264.0,94314.0,CCC(C)SSC(C)CC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8712,144212265.0,83268.0,CC(C)CCCC(C)(C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8713,144212266.0,2758725.0,C(=S)(N)NC(=S)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8714,144212267.0,7210.0,CC(CN=CC1=CC=CC=C1O)N=CC2=CC=CC=C2O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8715,144212268.0,61948.0,C(CC(CBr)(C#N)Br)C#N,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,24.3365,-131.37,active antagonist,31.8365,-102.144,LightBiologicals
8716,144212269.0,205586.0,C1CCN[C@@H](C1)C2=CN=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8717,144212270.0,156391.0,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,17.2289,36.5344,LightBiologicals
8718,144212271.0,13382.0,CCCCCSCCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8719,144212272.0,19223.0,CC(CCCC(C)(C)OC)CC=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8720,144212273.0,76857.0,C1=C(C=C(C(=C1Br)O)Br)C(=O)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,LightBiologicals
8721,144212274.0,91697.0,CC1(CC2=C(O1)C(=CC=C2)N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8722,144212275.0,80480.0,C1CN(C(=O)N1)CCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8723,144212276.0,170530.0,CC1=NC2=C(C1(C)C)C3=CC=CC=C3C=C2,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,68.5896,-46.4056,inconclusive agonist,30.6379,115.772,LightBiologicals
8724,144212277.0,60988.0,C1=CC(=C(C=C1S(=O)(=O)O)N)S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8725,144212278.0,73812.0,CCCCN1C(=O)C2=CC=CC=C2C1=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8726,144212279.0,6433266.0,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCC(CO)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8727,144212280.0,3034351.0,CCOC(=O)CN1C2=C(C=CC=C2Cl)SC1=O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,51.435,-38.0151,inactive,,0,LightBiologicals
8728,144212281.0,18290.0,CN(C(=O)NC1=CC=C(C=C1)Br)OC,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,24.3365,68.9784,inactive,,0,LightBiologicals
8729,144212282.0,19079.0,CCCCCCCCSCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8730,144212283.0,82161.0,CCCCCCCCCCCCCOP(=O)(O)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,22.9752,-28.2332,inactive,,0,LightBiologicals
8731,144212284.0,15666.0,C(#N)[S-].[NH4+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8732,144212285.0,15376.0,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
8733,144212286.0,5857.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,61.1306,-127.505,active antagonist,61.1306,-101.281,Sequoia
8734,144212287.0,64819.0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCC(COC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)(COC(=O)CCC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)COC(=O)CCC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
8735,144212288.0,6253.0,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
8736,144212289.0,5284503.0,CC/C=C/CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
8737,144212290.0,11843.0,CC1=C(C=CC=C1O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
8738,144212291.0,1549025.0,CC(=CCC/C(=C\COC(=O)C)/C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SIGMA
8739,144212292.0,20084.0,CC(C)NC(=O)NC(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8740,144212293.0,6649.0,C1=CC(=CC=C1OC2=CC=C(C=C2)S(=O)(=O)NN)S(=O)(=O)NN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8741,144212294.0,95428.0,COC(=O)C(CBr)Br,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,Enamine
8742,144212295.0,5358902.0,CCOC(=O)/C=C/C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8743,144212296.0,94411.0,CC(C)NC(=O)C1=CC=CC=C1N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8744,144212297.0,101012.0,COC(=O)C1=C(C=CS1)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8745,144212298.0,2097895.0,CC1=C(C=CC(=C1)Br)NC(=O)CCl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,26.278,-115.344,active antagonist,13.1702,-92.2116,Enamine
8746,144212299.0,119716.0,CC(C)CCCCCCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8747,144212300.0,4044.0,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8748,144212301.0,93011.0,CC(=O)C(C(=O)N(C)C)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8749,144212302.0,107202.0,COC(C1=CC=CC=C1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8750,144212303.0,31208.0,C1=CC=C(C=C1)NC2=CC=C(C=C2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8751,144212304.0,82162.0,CCC1(C(=O)NC(=O)N1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8752,144212305.0,94617.0,CC(C)(C)C(=O)CCC1=CC=C(C=C1)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8753,144212306.0,90282.0,C1CCC(=O)N(CC1)SSN2CCCCCC2=O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,68.5896,-88.491,active antagonist,56.6142,-46.148,Enamine
8754,144212307.0,4843.0,C1CC(=O)N(C1)CC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8755,144212308.0,70962.0,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8756,144212309.0,67274.0,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,Active,45.0,,,active antagonist,active antagonist,28.3743,-81.5862,inconclusive agonist,34.3762,191.004,Enamine
8757,144212310.0,644213.0,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,68.5896,-47.4812,Enamine
8758,144212311.0,70381.0,CNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8759,144212312.0,676486.0,CC(C)(C)C1=NNC(=S)N(C1=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8760,144212313.0,113033.0,CC1=CC(=C(C(=C1)Cl)N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
8761,144212314.0,6604100.0,C1C(=NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,57.711,-57.3116,LightBiologicals
8762,144212315.0,15109.0,COC1=C(C(=CC=C1)OC)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8763,144212316.0,66636.0,CCOC(=O)C1=NN(C(=O)C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8764,144212317.0,15337.0,CC(=O)[O-].CC(=O)[O-].[Hg+2],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,1.93312,-119.037,active antagonist,2.25385,-104.512,LightBiologicals
8765,144212318.0,69297.0,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,LightBiologicals
8766,144212319.0,2723866.0,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)N)O)O)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8767,144212320.0,27503.0,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8768,144212321.0,16683023.0,CC(C(=O)O[Hg]C1=CC=CC=C1)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,0.611306,-113.961,active antagonist,0.660073,-114.915,LightBiologicals
8769,144212322.0,17434.0,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8770,144212323.0,6143.0,CC(C)C1=CC(=CC=C1)OC(=O)NC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8771,144212324.0,3086172.0,CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8772,144212325.0,6434236.0,CC(C)CCCC(C)C/C=C/C(=C/C(=O)OCC#C)/C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8773,144212326.0,13708.0,COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],Active,45.0,,,active antagonist,active antagonist,25.2886,-59.2114,inactive,,0,LightBiologicals
8774,144212327.0,6436633.0,C/C=C\C/C=C/CCCCCCCCOC(=O)C,Inconclusive,5.0,,,inconclusive,inconclusive,,,inconclusive antagonist,68.5896,-64.3404,LightBiologicals
8775,144212328.0,8171.0,C(COCCCl)OCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8776,144212329.0,36382.0,CCCCCCC1=CC=C(C=C1)N,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,54.4827,-63.6466,inactive,,0,LightBiologicals
8777,144212330.0,10890.0,CCCCCOC(=O)CCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8778,144212331.0,11895.0,COC(=O)C1=CC=CC=C1Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8779,144212332.0,93502.0,CCCCNP(=S)(N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8780,144212333.0,11192.0,CC(=O)[O-].CC(=O)[O-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8781,144212334.0,22833295.0,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75.C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75.OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,15.8465,-36.1945,LightBiologicals
8782,144212335.0,6741.0,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,Inconclusive,20.0,,,active agonist,active agonist,0.0252886,129.892,inactive,,0,LightBiologicals
8783,144212336.0,6603108.0,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,LightBiologicals
8784,144212337.0,12328.0,COC(=O)CCCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8785,144212338.0,7165.0,CCOC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8786,144212339.0,61163.0,C1COCCN1CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8787,144212340.0,8500.0,CC1=CC=C(C=C1)C(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8788,144212341.0,2361.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43,Active,50.0,,,active antagonist,active antagonist,14.2208,-106.511,inactive,,0,Acros
8789,144212342.0,7148.0,CCC(=O)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8790,144212343.0,7060.0,CC1=NC2=CC=CC=C2C=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8791,144212344.0,20417.0,C1COCCN1C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8792,144212345.0,6480.0,CC(CO)(CO)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8793,144212346.0,10601.0,CC(=O)C1CCOC1=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8794,144212347.0,6961.0,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8795,144212348.0,8651.0,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8796,144212349.0,7392.0,CC(C)(C)C1CCC(=O)CC1,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive antagonist,,,Acros
8797,144212350.0,12977.0,CCOP(O)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8798,144212351.0,445070.0,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,72.6538,-35.4744,inactive,,0,Acros
8799,144212352.0,892.0,C1(C(C(C(C(C1O)O)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8800,144212353.0,14511.0,CC1=CC(=O)CCC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8801,144212354.0,8567.0,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8802,144212355.0,7151.0,COC(=O)C1=CN=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8803,144212356.0,18827.0,CCCCCC(C=C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8804,144212357.0,7149.0,C1=CC=C(C=C1)C(CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8805,144212358.0,6688.0,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,,inconclusive antagonist,38.5708,-80.8486,Acros
8806,144212359.0,98282.0,CC1CN(NC1=O)C2=CC=CC=C2,Inconclusive,20.0,,,active agonist,active agonist,17.2289,47.5272,inactive,,0,Acros
8807,144212360.0,92888.0,C1C=CC[C@H]2[C@@H]1C(=O)NC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8808,144212361.0,6773.0,CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,Inconclusive,20.0,,,active agonist,active agonist,3.99168,108.241,inactive,,0,Acros
8809,144212362.0,70223.0,C(COS(=O)(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8810,144212363.0,8919.0,CCCCCCCCCCCCBr,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Acros
8811,144212364.0,2723.0,CC1=CC(=CC(=C1Cl)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8812,144212365.0,12062.0,C1=C(C=C(C=C1N)N)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8813,144212366.0,8368.0,CC1=C(C=CC=C1Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8814,144212367.0,8179.0,CCOCCOCCOCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8815,144212368.0,1066.0,C1=CC(=C(N=C1)C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8816,144212369.0,875.0,C(C(C(=O)O)O)(C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8817,144212370.0,13345.0,CCOC(=O)CP(=O)(OCC)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8818,144212371.0,13097.0,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8819,144212372.0,135191.0,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8820,144212373.0,15624.0,C=CCC1=CC=CC=C1O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8821,144212374.0,15538.0,CC(=O)CC(=O)OC(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8822,144212375.0,78361.0,CC(C)(C)NCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8823,144212376.0,12368.0,C(CCCBr)CCBr,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8824,144212377.0,15295.0,C1=CC=C(C=C1)P(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8825,144212378.0,68527.0,C1=CC(=CC=C1CBr)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8826,144212379.0,6943.0,CC(C)C1=CC=CC=C1O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8827,144212380.0,69484.0,CCOC(=O)CC(=O)CCl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,30.6379,-107.797,active antagonist,30.6379,-88.7752,Acros
8828,144212381.0,83648.0,C1=CC(=CC=C1CC2=CC=C(C=C2)N3C(=O)C=CC3=O)N4C(=O)C=CC4=O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,4.85577,-109.855,active antagonist,5.66142,-98.0507,Acros
8829,144212382.0,8753.0,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,40.3367,-120.928,inconclusive antagonist,59.2062,-117.228,Acros
8830,144212383.0,2603.0,C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N,Active,56.0,,,active antagonist,active antagonist,2.43365,-98.1692,active antagonist,10.0676,-100.271,Acros
8831,144212384.0,14250.0,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,15.3397,-113.582,active antagonist,27.2783,-75.0725,Acros
8832,144212385.0,14310.0,CCCCNC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8833,144212386.0,61138.0,C=CCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8834,144212387.0,31298.0,C(O)[P+](CO)(CO)CO.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8835,144212388.0,408285.0,C1COCCN1CCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8836,144212389.0,7400.0,C1=CC(=CC=C1S(=O)(=O)O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8837,144212390.0,14385.0,C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,6.35221,-87.2284,active antagonist,6.11306,-37.3485,Acros
8838,144212391.0,31018.0,C1=CC(=CN=C1)CN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8839,144212392.0,21685.0,CCC(C)C1=C(C(=CC=C1)C(C)CC)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,48.5577,-53.4618,active antagonist,46.7296,-40.2106,Acros
8840,144212393.0,61055.0,C1COCCN1CCCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8841,144212394.0,75472.0,CC1(CC(CC(N1C)(C)C)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8842,144212395.0,66623.0,C1=CC(=C(C=C1N)N)S(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Acros
8843,144212396.0,31202.0,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,26.7478,-105.362,active antagonist,47.5651,-128.574,Acros
